Company name;Postcode;Primary UK SIC (2007) code;All UK SIC (2007) codes;Website
DPOINT LIMITED;EH6 6PG;47910;"47910
74100
90030";
BRIEN AND BROWN LIMITED;EH6 6HD;90030;90030;
PARADIGM ELECTRONIC ARTS C.I.C.;EH6 8BR;90020;"90020
90030
90040";
STOREY&CO LIMITED;EH6 7AD;90030;90030;
LIGHTWORKS EVENTS LIMITED;EH6 6BZ;90030;90030;
JOYFUL ORIGINAL LTD;EH9 1BZ;63120;"63120
74209
90030";
PHEASANT FEATHER ART LIMITED;EH3 7HW;90030;90030;
BEAUTIFUL EVENTS AND PRODUCTIONS LIMITED;EH1 3QB;90030;90030;
SAIL AWAY WITH ANGEL LTD;EH2 3JG;90030;"90030
97000";
NICKY MCLEAN PHOTOGRAPHY LIMITED;EH12 7SB;90030;90030;
2BLIND2DRAW LTD;EH2 3JG;58210;"58210
58290
59112
90030";
SKEPTIC KNIGHTS RECORDS LIMITED;EH76JP;90030;90030;
FREDDY ANTABI HAIR LIMITED;EH3 7LJ;90030;"90030
96020";
THE VELVET EASEL GALLERY LIMITED;EH4 2BP;47781;47781;
S & N (SCOTLAND) LIMITED;EH3 6AD;90030;90030;
AXISFX LTD;EH54 9EQ;90030;90030;
CREATIVE BREAKFASTS LIMITED;EH15 2AJ;56210;"56210
90020
90030
90040";
WEE RED UPCYCLES CIC;EH41 3QQ;47599;"47599
85590
90030
95240";
LIQUID LUNCH PRODUCTIONS LTD.;EH16 5NS;90010;"90010
90030";
HONCHO PONCHO PRODUCTIONS LIMITED;EH9 1RP;90030;90030;
MARINI CONSULTANCY LTD;EH3 5DQ;62020;"62020
90030";
MESSY MOMENTS LIMITED;EH51 0AW;90030;90030;
IN HIGH SPIRITS LTD.;EH16 5RR;90030;90030;
YARDHEADS LTD;EH6 8PW;59111;"59111
78101
90020
90030";
ARTISTS' COLLECTIVE GALLERY TRADING LIMITED;EH7 5AA;47781;"47781
56102
56210";www.collectivegallery.net
LUMINOUS CREATIVE LTD;EH9 1PJ;90030;90030;
ANATOMY ARTS CO-OPERATIVE COMMUNITY INTEREST COMPANY;EH6 8JP;90010;"90010
90020
90030";
SOMEWHERE EDI COMMUNITY INTEREST COMPANY;EH5 3BP;90010;"90010
90020
90030
90040";
STUDIO KOKORA LTD;EH3 9DJ;90030;90030;
DECAGRAM ART AND CRAFT CIC;EH11 1LH;11050;"11050
90010
90020
90030";
MUSIC FOR WELLNESS;EH21 6SA;90030;"90030
90040";
ARCHIPELAGO FOLKSCHOOL CIC;EH49 6PP;30120;"30120
85520
90030";
PLUS 48 TATTOO LTD;EH6 8PD;90030;90030;
