Company name;Postcode;Primary UK SIC (2007) code;All UK SIC (2007) codes;Website
BLANK CANVAS CREATIVE AGENCY LTD;EH3 9QA;74100;74100;
AERIAL MAPPING SOLUTIONS LIMITED;EH19 3FE;71121;71121;
WATERWHELM LTD;EH8 8EZ;36000;"36000
71121
71122
72190";
COHERE STUDIO LTD;EH17 7SH;74100;74100;
UNIQUE 4U TAILORING LTD;EH16 4RS;74100;"74100
96090";
REHMATDIN LTD;EH13 9HU;74100;74100;
GERNIC DESIGN LIMITED;EH7 5GY;74100;74100;
NEVERMORE AGENCY LTD;EH6 6NF;18129;"18129
73110
74100";www.nevermoreagency.co.uk
THE PORT CREATIVE LIMITED;EH9 2AB;74100;74100;
GITA INTERIOR DESIGN LTD;EH17 8EP;74100;74100;
VEO FREELANCE LTD;EH7 5BY;74100;74100;
WINTERMASK LIMITED;EH1 1DD;32990;"32990
71121";
WELHALLA GROUP LTD;EH10 4QZ;62020;"62020
63110
74100";
GRAVEN DESIGN WORLDWIDE LTD;EH4 1EE;74100;74100;
DANUSE LIMITED;EH5 1EY;71121;71121;
TENDRESSE LIMITED;EH7 4DX;74100;"74100
96090";
THE PROJECTS TEAM LIMITED;EH3 6RE;70229;"70229
71121";
LIAM WONG LIMITED;EH3 9JH;74100;74100;
HORIZON ENERGY SERVICES LIMITED;EH17 7JG;09100;"09100
61900
62090
71121";
JUST PIXELATE LIMITED;EH1 3QB;59112;"59112
74100
74202";
I&S DESIGNS LTD;EH6 4NR;74100;74100;
TOTAL BRAND EXPERIENCE BY EWA MOCHA LTD.;EH2 3JG;73110;"73110
74100
90030";
OFFSHORE TECH CONSULTING LTD;EH4 1NF;71121;"71121
71122
71129
72190";
ALEX MCKAY SPACES LTD;EH29 9GH;47599;"47599
74100";
SOLAS NEON LIMITED;EH6 6BS;74100;74100;
STUDIO BLOOM FIELD LTD;EH6 6AL;74100;74100;
SANDY MUIRHEAD DESIGN STUDIO LTD;EH3 5LG;74100;74100;
KERR + COLES INTERIORS LTD;EH10 4QU;74100;74100;
KUTYLA DESIGN LTD;EH7 5BF;47910;"47910
62020
74100
74209";
LOCH ELECTRONICS LIMITED;EH14 1QP;74100;74100;
SED DESIGN LIMITED;EH16 5HY;74100;74100;
FERRARO & CO STUDIO LTD;EH2 4JN;14190;"14190
74100
74901";
FORM & FUNCTION DIGITAL CO-OPERATIVE LTD;EH6 7EY;74100;"62012
74100";
GRAPHICS CO-OP LTD;EH15 3RD;74100;74100;
NOVEMBER EIGHT DESIGN LTD;EH3 9JU;74100;74100;
TREADWAY SPORTS LTD.;EH6 5SE;73110;"73110
74100";
THINK FIRST DESIGN LTD;EH5 2EB;74100;74100;
SALTY FRUIT LTD;EH4 3AA;74100;74100;
CADUCEUS WORLDWIDE LTD;EH2 3JG;62012;"62012
62020
74100";
GRO DESIGN LTD;EH14 5TA;74100;74100;
MURDOCH MECHANICAL DESIGN LTD;EH48 1EG;71121;71121;
LBD STUDIO LTD;EH5 1JD;74100;74100;
TEAMWORK DESIGN LTD;EH14 5TA;74100;74100;
MICHELLE MAGEE CONSULTING LIMITED;EH6 5PU;71121;"71121
71129";
CORRADO DESIGN LTD;EH11 2AJ;74100;74100;
UP USER EXPERIENCE LTD;EH49 6RE;47710;"47710
74100";
TREBOR MARTIN LTD;EH32 9AJ;71121;71121;
WILLEM ZWART CONTRACTING SERVICES LTD;EH14 7AY;71111;"71111
74100";
SOLVE MEDIA LTD;EH2 1EN;73110;"73110
74100";
BUTTER & BODONI LTD;EH6 8HN;47240;"47240
74100";
AGORFA LTD;EH3 6RE;24530;"24530
25500
74100
74202";
KLCREATIVE LTD;EH49 7LE;74100;74100;
AXIOM LOGIC LIMITED;EH6 6JN;74100;74100;
PERFECT EDGE LIMITED;EH25 9RE;71121;"71121
71200";
WE ARE PEAK FIFTEEN LTD;EH12 5HZ;74100;74100;
MOLLY MAC INTERIORS LTD;EH54 6AX;74100;74100;
SMOKE AND PIXELS LIMITED;EH7 4HG;74100;74100;
ORSIM FPGA CONSULTANCY LTD;EH30 9PB;74100;74100;
ONE HUMAN DESIGN LTD;EH48 2QJ;74100;74100;
MONFRE DESIGN LIMITED;EH48 2PW;71121;71121;
STANIUK OT LTD;EH5 2GH;71121;"71121
71122";
SOUL TREAD LIMITED;EH12 5SH;74100;"74100
74901
86900";
CUZZONS DESIGN LTD;EH4 1EN;74100;74100;
MOD DIGITAL LIMITED;EH3 6RE;73110;"73110
74100
82990";
CALEDONIAN INTERIORS LIMITED;EH7 4HG;74100;74100;
SURFACE DEFENCE LTD;EH49 7DA;74100;74100;
SUPRACELL LTD;EH30 9BJ;71121;"71121
71129";
ALMABOREALIS LTD;EH6 6DE;13990;"13990
14390
74100";
AIDWAY ASSIST LIMITED;EH9 1DJ;30990;"30990
52219
71121
72190";
SLICK MICRO SOLUTIONS LTD;EH54 8AP;71122;"71122
74100";
CORR CABINS LIMITED;EH14 5RN;74100;"74100
90030";
THE PARTY KIT SHOP LTD;EH6 5SE;74100;74100;
JD ENGINEERING AND TECHNOLOGY SOLUTIONS LIMITED;EH54 7DE;71121;71121;
BOUJEE MANZIL LIMITED;EH12 7FA;74100;74100;
GLAMPITECT LIMITED;EH12 7SB;74100;74100;
AEL CAMERON LTD;EH29 9FN;71121;71121;
OPEN FACTORY LTD;EH11 1HS;22290;"22290
71121
71122";
KINNEL DESIGN LTD;EH51 0JF;71121;71121;
HOMELII LTD;EH3 6RE;74100;74100;
UNSTABLE CREATIONS LTD;EH6 8BR;62020;"62020
74100
90020";
B&A DESIGN EDINBURGH LTD;EH2 3JG;71111;"71111
74100";
SPARKLE COMMUNICATION LIMITED;EH3 6AT;74100;74100;
HUMAN RESOURCES STUDIO LTD;EH6 6AW;74100;74100;
GFF ENGINEERING LIMITED;EH11 2EJ;71121;71121;
INOV8 GRAPHICS LTD;EH11 1PD;74100;74100;
BONNIE PATON LTD.;EH7 4DH;74100;74100;
DFW TECH FARM LIMITED;EH11 4JJ;62020;"62020
62090
72190
74100";
GO4BETTER LTD;EH39 4JZ;55209;"55209
71121
72200
85590";
BE MORE HUMAN CIC;EH7 4LX;72200;"72200
74100
85590
88990";
GRAPHICMATICS LTD;EH3 9DZ;62090;"62090
74100
90030";
MQENG LTD;EH1 1DD;69109;"69109
71121
71122
71129";
OGLI LTD;EH41 3JQ;74100;74100;
LITTLE VICTORIES LIMITED;EH6 8SR;74100;74100;
KINGSWAY ELECTRICAL LTD;EH54 8BG;43210;"43210
71121
71200";
WOLE BERNARDS LTD;EH2 1EN;71121;71121;
SEKULA RETAIL SERVICES LIMITED;EH6 7BD;74100;74100;
MALLISON ENGINEERING LTD;EH12 8BA;71121;71121;
DUREIMI LIMITED;EH14 1DJ;47410;"47410
74100";
C Y INTERIOR DESIGN LIMITED;EH6 7BD;74100;74100;
MY HOME DESIGN LTD;EH4 7EN;74100;74100;
ASPITECH LIMITED;EH46 7BE;71121;71121;
PIONEER SLINGS LIMITED;EH12  9H;71122;"13940
71121
71122
71129";
EAST LOTHIAN MACHINING LIMITED;EH42 1GS;25620;"25620
71121";
DESIGN BY MONO LIMITED;EH3 6LJ;74100;74100;
MOKA ARTS LIMITED;EH2 3JG;16230;"16230
74100
90020
90030";
AERONAUT LIMITED;EH3 6HZ;30300;"30300
71121
72190
74100";
PROCHLORON LIMITED;EH6 7BD;71121;71121;
EEAZ LTD;EH4 3JS;74100;74100;
ERISKA LTD;EH30 9LH;41100;"41100
71111
74100";
CLEAR VISION INTERIORS LIMITED;EH6 7AF;74100;74100;
DIGITAL IMMERSION GROUP LIMITED;EH3 9AT;74100;74100;
BERJOAN LIMITED;EH6 7BD;47510;"47510
47710
74100";
NURIA BOJ LIMITED;EH7 5PP;74100;74100;
T5 DESIGN LTD.;EH3 6RE;71122;"71122
71129
74100
90030";
ITALY DESIGNS LTD;EH35LZ;74100;74100;
STUDIO FOLD LTD;EH6 7PT;74100;74100;
SCOOTZ2GO.COM LTD;EH21 6DB;46190;"46190
47910
47990
71121";
SKR DIGITAL LIMITED;EH46 7BE;74100;74100;
PIXEL DESIGN AND PRINTING LIMITED;EH37 5XP;18129;"18129
74100";
STUDIO SO DESIGN LTD;EH6 6LU;74100;"74100
74909
90030";
PATON CREATIVE LIMITED;EH7 5JT;59112;"59112
59120
73110
74100";
DELI-ISHER'S CUISINE STUDIO FROACHAN LIMITED;EH2 3JG;01270;"01270
47250
74100";
PENTLAND PIPING DESIGN SERVICES LTD;EH26 8PA;71121;71121;
PIPEDATA LIMITED;EH20 9BL;71121;71121;
BOROBOSCOT LTD;EH10 4ES;74100;74100;
SUE HAY DESIGN LTD;EH12 6DT;74100;74100;
TRANSFORM BRANDS LTD;EH2 1EN;74100;74100;
THE THREE MUSES LTD;EH6 4TG;74100;74100;
I & R VIRTUAL ASSISTANCE LTD;EH51 9DP;62030;"62030
74100
74300
82110";
HIYA STUDIO LTD;EH32 0NF;74100;74100;
DWEEB SOUP LTD;EH11 2NZ;74100;74100;
MURDOT LTD;EH6 7HL;74100;74100;
AQUA POWER LTD;EH12 9JW;74100;74100;
KLEUR KREATIVE LTD;EH49 7EN;74100;74100;
STYLE-UP INTERIORS LTD;EH51 9DJ;74100;"74100
81210
98200";
VERITECH CONSULTING LIMITED;EH16 4PA;71121;"71121
71122";
BRIC CONSULTANTS LTD;EH2 4HQ;74100;74100;
N.T BASIC LTD;EH7 5QW;74100;74100;
A-DEUS LTD;EH3 8EF;27510;"27510
71121
71122
72190";
KAITEN DESIGN LTD;EH3 6RE;74100;74100;
IDENTITY ARTS LIMITED;EH3 6RE;47910;"47910
58190
74100
90030";
KL INTERIORS LIMITED;EH26 0NF;74100;74100;
HYPERBOLIX LIMITED;EH9 2PW;71122;"71122
74100";
COCO'S ATELIER LTD;EH54 9JQ;74100;74100;
GLENBEIGH SAGE LTD;EH52 5GY;71121;71121;
PAINTING DECORA LIMITED;EH7 6NX;43341;"43341
74100";
CLEAN SLATE DESIGN LTD;EH9 1PD;74100;74100;
SPELLCASTER UK LTD;EH41 3PX;62020;"62020
70210
73110
74100";
SC GARDENING SERVICES LTD;EH15 3QZ;74100;74100;
GRIFFIN FABRICATIONS LTD;EH6 7BD;71121;71121;
BOX OFFICE DESIGN LTD;EH15 1RF;43290;"43290
74100";
NOBLE ENGINEERING DESIGN LTD.;EH6 7BD;71121;71121;
POLY DESIGN LEITH LIMITED;EH6 7AD;22290;"22290
74100";
TASON LTD;EH7 5HT;74100;74100;
SINNER INK LIMITED;EH51 9PA;96090;"74100
90030
96090";
DANU ROBOTICS LTD;EH21 7AG;71121;71121;
STUDIO TAKTILE LTD;EH6 6RS;74100;74100;
GLAMIS INTERIORS LIMITED;EH4 6HH;74100;74100;
FGD STUDIO LIMITED;EH3 6RE;73110;"73110
74100
74201
82990";
EZ-ARCHITECTURE LTD;EH481ST;41100;"41100
71111
71112
74100";
SOME DESIGNER LTD;EH21 8RR;74100;74100;
DDG TRADING LTD;EH14 7AN;15120;"15120
25990
74100";
WINTON DESIGN CONSULTANTS LTD;EH10 6NL;74100;74100;
GLASS CERAMIC TECHNOLOGIES LIMITED;EH12 0AW;69109;"69109
71121
71122
74909";
