Company name;Postcode;Primary UK SIC (2007) code;All UK SIC (2007) codes;Website
BKS VISUAL LIMITED;EH12 5LT;74201;74201;
MAVERICK PHOTO AGENCY LIMITED;EH4 3BL;74202;74202;www.maverickphotoagency.com
CHRIS HUMPHREYS PHOTOGRAPHY LTD;EH24 9BZ;74202;74202;www.chp-architecturalphotography.com
LOOKLOOK LTD;EH12 7AX;74201;74201;www.looklook.co.uk
EXPOSURE SCOTLAND LTD;EH39 5NU;74202;74202;
JOHN MCKENZIE PHOTOGRAPHY LIMITED;EH35 5HX;74202;74202;www.johnmckenziephotography.co.uk
RANKINE PHOTOGRAPHY LIMITED;EH30 9SL;74201;74201;www.rankinephotography.com
GWS PHOTOGRAPHY LIMITED;EH42 1XF;74201;74201;www.gwsphotography.co.uk
SEAN BELL PHOTOGRAPHY LTD;EH22 5QB;74202;74202;www.seanbellphotography.com
APP DALMENY LTD;EH30 9HN;70210;"70210
70229
74201
74202";
WILLROBBPHOTOGRAPHY LIMITED;EH5 2GH;74202;74202;www.willrobbphotography.com
SOLEN PHOTOGRAPHY LTD;EH15 1HD;74202;74202;
WEIR PHOTOGRAPHY LIMITED;EH49 6LQ;74201;74201;www.weirphotography.co.uk
LEI & LIYA LIMITED;EH10 6XA;74209;74209;
ANDREW O'BRIEN PHOTOGRAPHY LTD;EH7 6PN;74209;74209;
MARKETING PHOTOGRAPHY LIMITED;EH7 6TW;74202;74202;www.marketingphotographyscotland.co.uk
KNIGHTSHADES PHOTOGRAPHY LTD;EH55 8EG;74201;74201;www.knightshadesphotography.co.uk
ROB MCDOUGALL PHOTOGRAPHER LTD;EH42 1PY;74202;74202;
RAWFORMAT LTD;EH10 5NE;74202;74202;
THOMAS HAYWOOD AERIAL PHOTOGRAPHY LIMITED;EH26 0SD;74202;74202;
GIFGIF LTD;EH12 7AX;74201;74201;
SMILEY BOOTH EDINBURGH LIMITED;EH16 4GU;74202;74202;www.smileybooth.co.uk
BLIPFUTURE C.I.C.;EH2 4AD;47910;"47910
63120
74209";
PAUL KNIGHT LIMITED;EH54 9JQ;68310;"68310
74202";
GARETH EASTON PHOTOGRAPHY LTD;EH45 8AT;74209;74209;
STUDIO ROOMS LTD;EH54 5AT;74209;74209;www.studiorooms.co.uk
STEPHEN BRIDGER PHOTOGRAPHY LIMITED;EH4 1BN;74202;74202;
KAROLINA KOTKIEWICZ PHOTOGRAPHY LTD;EH54 6DF;74201;"74201
74202";
LITTLE THINGS PHOTOBOOTH LTD;EH48 2GB;74209;74209;
CATERING EDINBURGH LTD;EH8 8JA;58190;"56103
58190
74209";
DIANA BAKER PHOTOGRAPHY LIMITED;EH9 1LH;74201;74201;
SIMONE VAN BERGEN LTD;EH6 7BD;74209;74209;
PTERUS LIMITED;EH32 0TA;74202;"74202
74203";
NICK CALLAGHAN LTD;EH9 1SE;74202;74202;
AERIAL FOCUS SCOTLAND LTD;EH4 5AT;59112;"59112
74202";
DAVID LOUDEN PHOTOGRAPHY LIMITED;EH21 7EW;74202;74202;
JOYFUL ORIGINAL LTD;EH9 1BZ;63120;"63120
74209
90030";
CAPTURED REALITIES LIMITED;EH19 3NZ;62090;"62090
74209
74909";
PLOWMAN LIMITED;EH54 9HJ;74202;"74202
74909
95250
95290";
EAST AND WEST EVENTS PHOTOGRAPHY EAST LTD;EH35 5NJ;74202;74202;
ID CONTENT LTD;EH22 2EN;58190;"58190
62020
74209";
OHPROMISE WEDDING LTD;EH19 3EY;74209;"74209
82301";
MY BEAUTIFUL SCOTLAND LTD;EH5 2GL;74209;74209;
GEOLEO LTD;EH8 7DD;71129;"71129
74202";
SOTHIRAJ EDDLESTON LTD;EH9 1SE;74209;"74209
86220";
LEEYOUNG PHOTOGRAPHY LTD;EH8 9JP;74201;"74201
74202
74203";
FRAMED BY TC LTD;EH22 1LH;74209;74209;
SCOTTCAM LIMITED;EH14 3DZ;74202;74202;
WHITE SQUIRREL LTD;EH29 9DJ;59112;"59112
70229
74209";
LOCH LOMOND MEDIA LTD;EH24AT;59112;"59112
73110
74202";
WALTERBLUE PHOTOGRAPHY LTD;EH42 1WJ;74201;74201;
HIGH TIDE STUDIO LTD;EH3 9FN;73110;"73110
74202
74209";
CAMERON ALLAN PHOTOGRAPHY LTD;EH7 5LG;74201;"74201
74202
74209";
JOHN NEED MEDIA LTD;EH9 1QE;74209;74209;
TLC MEDIA PRODUCTIONS LTD;EH16 5SJ;74209;74209;
DREAMVIEW ENTERPRISES LIMITED;EH2 4AD;47810;"47810
68209
71122
74202";
RHYS TAMS PHOTOGRAPHY LTD;EH17 8JN;74202;74202;
PUSH MEDIA LIMITED;EH34 5HQ;59112;"59112
74202";
CREATEGREG LTD;EH6 7NY;59112;"59112
74209";
RECOUNTER MEDIA LIMITED;EH30 9AQ;74202;74202;
JUST PIXELATE LIMITED;EH1 3QB;59112;"59112
74100
74202";
ENDORPHIN PROJECTS LTD;EH32 0SF;62020;"62020
74202
79120
85510";www.endorphinprojects.com
D.H. PHOTOBOOTHS & EVENTS LTD;EH6 4DQ;74209;"74209
96090";
PM PROPERTY PHOTOGRAPHY LIMITED;EH26 8QP;74202;74202;
KUTYLA DESIGN LTD;EH7 5BF;47910;"47910
62020
74100
74209";
D.L.W.P LTD;EH21 7EW;74202;74202;
TOM MIGOT PHOTOGRAPHY LTD;EH32 9LU;74201;74201;www.photo-academie.com
THE FLYING GAMMON LTD;EH7 4JR;74202;74202;
BRILLIANT BIOLOGY LTD;EH4 1DS;58210;"58210
74202
74203
79901";
TRUE LIGHT STUDIO LTD;EH29 9FS;74202;74202;
AGORFA LTD;EH3 6RE;24530;"24530
25500
74100
74202";
UAV SCOTLAND LTD;EH12 7HS;71122;"62020
71122
74202";
PADVENTURE LTD;EH3 1FD;59112;"59112
62020
62090
74202";
PENNMANN CREATES LTD;EH7 4GX;74209;74209;
MOLLY AIDA LTD;EH2 3JG;62090;"62090
72200
74209
93290";
JACK HARDING PHOTOGRAPHY LIMITED;EH6 6EA;74209;74209;
HALF CUT FILMS LTD;EH21 6UU;59112;"59112
74209";
PULKKA SHED LTD;EH15 1DX;74202;74202;
MOBYPIC LTD;EH8 8AN;74202;"74202
74209";
ROWANTREE MEDIA LTD;EH2 3JG;59111;"59111
59112
59120
74209";
PLANOGRAPHY LTD;EH3 6RE;74202;74202;
LAUDER IMAGERY LTD;EH53 0RQ;47789;"47789
74209";
SNAP THAT LTD;EH4 6NJ;74201;"74201
74202";
STRATUM CO. DESIGN LTD;EH9 1ND;73110;"73110
73120
74209";
VOODOO GIMBALS LTD;EH55 8LY;74202;74202;
WALKS AND WATERFALLS LIMITED;EH6 4EA;74209;74209;
AKAINA LTD;EH53 0DA;59112;"59112
74209
90030";
STUART BLACK PHOTOGRAPHY LTD;EH6 7BD;74201;"74201
74209";
J A HOUSTON PHOTOGRAPHY LTD;EH48 1NS;74202;74202;
SPLIT FOCUS PHOTOGRAPHY LTD;EH21 6DB;74201;"74201
74202";
AWKWARD IMAGES LTD;EH3 6PZ;74202;74202;
BIRDS' EYE VISTA LTD;EH6 4ED;74202;"74202
74209";
SCOTIA MEDIA LIMITED;EH30 9AN;59112;"59112
74201
74202";
SEAEAGLE INSPECTIONS LTD;EH54 8FD;74202;74202;
LOVE EDINBURGH LTD;EH18 1DF;73120;"73120
74209
79909
93290";
LEEYOUNGPHOTO LTD;EH8 9JP;74201;"74201
74202";
PATRICK ALEXANDER PHOTOGRAPHY LTD;EH17 8ND;74201;"74201
74202";
RICHARD CHALMERS PHOTOGRAPHY LTD;EH54 6JT;74202;74202;
MCH PHOTOGRAPHICS LTD;EH10 7HR;74202;74202;
AERIAL IMAGE SOLUTIONS LIMITED;EH10 5XB;59112;"59112
74209
74300";
AKD PHOTOGRAPHY LTD;EH22 1BH;74201;74201;
VIVA IMAGES LTD;EH16 4TX;74202;74202;
FLAWLESS PIXELS LTD;EH8 9HP;74202;74202;
FGD STUDIO LIMITED;EH3 6RE;73110;"73110
74100
74201
82990";
RIVERSIDE STUDIOS SCI LTD;EH18 1ND;74201;"74201
85590";
