Company name;Postcode;Primary UK SIC (2007) code;All UK SIC (2007) codes;Website
BRIGHTON COMEDY FESTIVAL LIMITED;EH8 9SU;90030;90030;www.brightoncomedyfestival.com
A M J SOLUTIONS LIMITED;EH32 0SD;18129;"18129
46900
74902";
GICLEE UK LIMITED;EH9 1PL;18129;18129;www.gicleeuk.com
EUSTACE COMMUNICATIONS LIMITED;EH9 2AX;90030;90030;
THE MEDIA COMPANY PUBLICATIONS LIMITED;EH2 4JN;58142;58142;www.foodiesfestival.com
WHITE LIGHT MEDIA LIMITED;EH6 6QH;58142;58142;www.whitelightmedia.co.uk
CADIES PRODUCTIONS LIMITED;EH1 2HH;59112;"58110
59112
90010";https://cadies.co.uk
GLOBAL MAPPING LIMITED;EH22 3NX;58110;"58110
58190
62020
63110";www.globalmapping.uk.com
INSTANT PUBLICATIONS LIMITED;EH20 9LZ;58190;58190;
AVIZANDUM PUBLISHING LIMITED;EH1 2QE;58110;58110;www.avizandum.co.uk
CMYK PRINTING LIMITED;EH8 9QN;18129;18129;
STREETWISE ORIENTATION & NAVIGATION SYSTEMS LIMITED;EH3 8BU;18129;18129;www.streetwisesystems.com
COPYMADE LIMITED;EH1 3HP;18129;18129;www.copymade.com
CRESCENT MOON MUSIC LIMITED;EH21 6EE;62090;"62090
90030";www.crescentmoonmusic.co.uk
BOOKS NOIR LTD.;EH3 9DQ;58110;58110;www.booksnoir.com
FINAL WHISTLE MEDIA LIMITED;EH21 6TU;63910;63910;www.finalwhistlemedia.co.uk
JENNY BROWN ASSOCIATES LIMITED;EH9 1HU;58110;58110;www.jennybrownassociates.com
BROAD DAYLIGHT LIMITED;EH9 1LX;90030;90030;www.broaddaylightltd.co.uk
MLX LIMITED;EH2 3JG;46190;"46190
58190
94910";
NEWSDIPPERMEDIA LTD;EH32 0NF;58190;58190;www.allmediascotland.com
