Company name;Postcode;Secondary UK SIC (2007) codes;Primary UK SIC (2007) code
INDIAN MASTERCLASS LTD.;KY1 1GH;85520;85520
DUNDEE DANCE STUDIOS LTD;KY1 1HB;85520;85520
FOREST VISION LIMITED;KY4 8DB;85520;80100
DEVVI LTD;KY12 7YG;85590;85520
AT-TALK CIC;KY12 9FE;63990,85520,86900;56102
